Entity,Code,Year,Annual CO₂ emissions
Argentina,ARG,1913,9346873
Argentina,ARG,1914,8294103.5
Argentina,ARG,1915,5521730
Argentina,ARG,1916,4215235
Argentina,ARG,1917,2411352
Argentina,ARG,1918,1569276
Argentina,ARG,1919,3410035
Argentina,ARG,1920,5608900
Argentina,ARG,1921,4760872
Argentina,ARG,1922,6055772
Argentina,ARG,1923,7343099
Argentina,ARG,1924,9863518
Argentina,ARG,1925,10156537
Argentina,ARG,1926,10323330
Argentina,ARG,1927,12499041
Argentina,ARG,1928,12190790
Argentina,ARG,1929,12606970
Argentina,ARG,1930,12338452
Argentina,ARG,1931,12465657
Argentina,ARG,1932,12897623
Argentina,ARG,1933,13524040
Argentina,ARG,1934,14660483
Argentina,ARG,1935,14432186
Argentina,ARG,1936,15316796
Argentina,ARG,1937,16408022
Argentina,ARG,1938,16175169
Argentina,ARG,1939,16484650
Argentina,ARG,1940,15647855
Argentina,ARG,1941,13940459
Argentina,ARG,1942,13479180
Argentina,ARG,1943,14076890
Argentina,ARG,1944,13951808
Argentina,ARG,1945,13665986
Argentina,ARG,1946,13702418
Argentina,ARG,1947,14514933
Argentina,ARG,1948,17391620
Argentina,ARG,1949,15364626
Argentina,ARG,1950,29921192
Argentina,ARG,1951,34962916
Argentina,ARG,1952,36095124
Argentina,ARG,1953,35134740
Argentina,ARG,1954,36750356
Argentina,ARG,1955,39559988
Argentina,ARG,1956,44296736
Argentina,ARG,1957,47607776
Argentina,ARG,1958,44192510
Argentina,ARG,1959,48948800
Argentina,ARG,1960,48764500
Argentina,ARG,1961,51126708
Argentina,ARG,1962,53640124
Argentina,ARG,1963,50032660
Argentina,ARG,1964,55670040
Argentina,ARG,1965,58804852
Argentina,ARG,1966,63072668
Argentina,ARG,1967,65475984
Argentina,ARG,1968,69009220
Argentina,ARG,1969,77248870
Argentina,ARG,1970,82648000
Argentina,ARG,1971,88847130
Argentina,ARG,1972,90066640
Argentina,ARG,1973,93975900
Argentina,ARG,1974,95480376
Argentina,ARG,1975,94845480
Argentina,ARG,1976,99699160
Argentina,ARG,1977,100705870
Argentina,ARG,1978,102555590
Argentina,ARG,1979,110616140
Argentina,ARG,1980,108656130
Argentina,ARG,1981,101968540
Argentina,ARG,1982,103351140
Argentina,ARG,1983,105142040
Argentina,ARG,1984,106451700
Argentina,ARG,1985,100531220
Argentina,ARG,1986,104150060
Argentina,ARG,1987,114877224
Argentina,ARG,1988,121404740
Argentina,ARG,1989,117020424
Argentina,ARG,1990,112148700
Argentina,ARG,1991,117754900
Argentina,ARG,1992,121534696
Argentina,ARG,1993,118001064
Argentina,ARG,1994,118469420
Argentina,ARG,1995,125276640
Argentina,ARG,1996,131149500
Argentina,ARG,1997,136553060
Argentina,ARG,1998,139320100
Argentina,ARG,1999,148303870
Argentina,ARG,2000,143468700
Argentina,ARG,2001,135136850
Argentina,ARG,2002,124931020
Argentina,ARG,2003,134481250
Argentina,ARG,2004,157049420
Argentina,ARG,2005,161588540
Argentina,ARG,2006,174308940
Argentina,ARG,2007,173581010
Argentina,ARG,2008,187342380
Argentina,ARG,2009,178180670
Argentina,ARG,2010,185945940
Argentina,ARG,2011,189775150
Argentina,ARG,2012,191361730
Argentina,ARG,2013,189537740
Argentina,ARG,2014,188396530
Argentina,ARG,2015,191743840
Argentina,ARG,2016,189920450
Argentina,ARG,2017,186898880
Argentina,ARG,2018,180599310
Argentina,ARG,2019,178508060
Argentina,ARG,2020,165120860
Argentina,ARG,2021,191107840
Argentina,ARG,2022,204080690
Argentina,ARG,2023,195805970
Armenia,ARM,1830,40
Armenia,ARM,1831,49
Armenia,ARM,1832,32
Armenia,ARM,1833,40
Armenia,ARM,1850,250.99998
Armenia,ARM,1855,761
Armenia,ARM,1858,1069
Armenia,ARM,1859,1134
Armenia,ARM,1860,1498
Armenia,ARM,1861,1903
Armenia,ARM,1862,1717
Armenia,ARM,1863,1798
Armenia,ARM,1864,2017
Armenia,ARM,1865,1928
Armenia,ARM,1866,6090
Armenia,ARM,1867,6989
Armenia,ARM,1868,5815
Armenia,ARM,1869,7888.0005
Armenia,ARM,1870,8560
Armenia,ARM,1871,11557
Armenia,ARM,1872,11865
Armenia,ARM,1873,11136
Armenia,ARM,1874,13517
Armenia,ARM,1875,15558
Armenia,ARM,1876,19316
Armenia,ARM,1877,19712
Armenia,ARM,1878,25762
Armenia,ARM,1879,26434
Armenia,ARM,1880,31010
Armenia,ARM,1881,32662
Armenia,ARM,1882,34404
Armenia,ARM,1883,39157
Armenia,ARM,1884,39757
Armenia,ARM,1885,43304
Armenia,ARM,1886,44414
Armenia,ARM,1887,46997
Armenia,ARM,1888,49022
Armenia,ARM,1889,52942
Armenia,ARM,1890,59955
Armenia,ARM,1891,66013
Armenia,ARM,1892,69876
Armenia,ARM,1893,81903
Armenia,ARM,1894,83417
Armenia,ARM,1895,95849
Armenia,ARM,1896,97574
Armenia,ARM,1897,112816
Armenia,ARM,1898,126527
Armenia,ARM,1899,146782
Armenia,ARM,1900,166276
Armenia,ARM,1901,170706
Armenia,ARM,1902,164874
Armenia,ARM,1903,161279
Armenia,ARM,1904,179436
Armenia,ARM,1905,160169
Armenia,ARM,1906,182692
Armenia,ARM,1907,204631
Armenia,ARM,1908,205887
Armenia,ARM,1909,217338
Armenia,ARM,1910,213143
Armenia,ARM,1911,220983
Armenia,ARM,1912,250324.02
Armenia,ARM,1913,271932
Armenia,ARM,1914,245425
Armenia,ARM,1915,225267
Armenia,ARM,1916,240096
Armenia,ARM,1917,220966
Armenia,ARM,1918,88123
Armenia,ARM,1919,75270
Armenia,ARM,1920,68637
Armenia,ARM,1921,74436
Armenia,ARM,1922,90779
Armenia,ARM,1923,100279
Armenia,ARM,1924,119473
Armenia,ARM,1925,117918
Armenia,ARM,1926,170851
Armenia,ARM,1927,212414
Armenia,ARM,1928,233196
Armenia,ARM,1929,251185
Armenia,ARM,1930,343022
Armenia,ARM,1931,412452
Armenia,ARM,1932,464014
Armenia,ARM,1933,519336
Armenia,ARM,1934,627561
Armenia,ARM,1935,709272
Armenia,ARM,1936,811898
Armenia,ARM,1937,831143
Armenia,ARM,1938,877342
Armenia,ARM,1939,888145
Armenia,ARM,1940,1064879
Armenia,ARM,1941,935486
Armenia,ARM,1942,513291
Armenia,ARM,1943,535700
Armenia,ARM,1944,776865
Armenia,ARM,1945,818856
Armenia,ARM,1946,917685
Armenia,ARM,1947,1103783
Armenia,ARM,1948,1172256
Armenia,ARM,1949,1331939
Armenia,ARM,1950,1482164
Armenia,ARM,1951,1604598
Armenia,ARM,1952,1717958
Armenia,ARM,1953,1816943
Armenia,ARM,1954,1982554
Armenia,ARM,1955,2247789
Armenia,ARM,1956,2467030
Armenia,ARM,1957,2700533
Armenia,ARM,1958,2884107
Armenia,ARM,1959,3032253
Armenia,ARM,1960,3157727
Armenia,ARM,1961,3260216
Armenia,ARM,1962,3426957
Armenia,ARM,1963,3680071
Armenia,ARM,1964,3918003
Armenia,ARM,1965,4158205
Armenia,ARM,1966,4393052
Armenia,ARM,1967,4598812
Armenia,ARM,1968,4733398
Armenia,ARM,1969,4933613
Armenia,ARM,1970,5187790
Armenia,ARM,1971,5515324
Armenia,ARM,1972,5809928
Armenia,ARM,1973,6063884
Armenia,ARM,1974,6304077
Armenia,ARM,1975,6633980
Armenia,ARM,1976,6891267
Armenia,ARM,1977,7128551
Armenia,ARM,1978,7378378
Armenia,ARM,1979,7439253
Armenia,ARM,1980,7730467
Armenia,ARM,1981,7596129
Armenia,ARM,1982,7740727
Armenia,ARM,1983,7856607
Armenia,ARM,1984,7930955
Armenia,ARM,1985,8546218
Armenia,ARM,1986,8137955.5
Armenia,ARM,1987,8165492
Armenia,ARM,1988,9294405
Armenia,ARM,1989,9414361
Armenia,ARM,1990,8999221
Armenia,ARM,1991,7379803
Armenia,ARM,1992,5723698
Armenia,ARM,1993,2510247
Armenia,ARM,1994,2684702
Armenia,ARM,1995,3362694
Armenia,ARM,1996,2500312
Armenia,ARM,1997,3252761
Armenia,ARM,1998,3419094
Armenia,ARM,1999,3040204
Armenia,ARM,2000,3491407
Armenia,ARM,2001,3532701
Armenia,ARM,2002,3076793
Armenia,ARM,2003,3455560
Armenia,ARM,2004,3691197
Armenia,ARM,2005,4376169
Armenia,ARM,2006,4401590
Armenia,ARM,2007,5100210
Armenia,ARM,2008,5574790
Armenia,ARM,2009,4363332
Armenia,ARM,2010,4252750
Armenia,ARM,2011,4968878
Armenia,ARM,2012,5748252
Armenia,ARM,2013,5535004
Armenia,ARM,2014,5604113
Armenia,ARM,2015,5469323
Armenia,ARM,2016,5203013
Armenia,ARM,2017,5540153
Armenia,ARM,2018,5822272
Armenia,ARM,2019,6284110
Armenia,ARM,2020,6795358
Armenia,ARM,2021,7417117
Armenia,ARM,2022,7164562
Armenia,ARM,2023,7608323
Aruba,ABW,1926,0
Aruba,ABW,1927,0
Aruba,ABW,1928,0
Aruba,ABW,1929,0
Aruba,ABW,1930,0
Aruba,ABW,1931,0
Aruba,ABW,1932,0
Aruba,ABW,1933,0
Aruba,ABW,1934,0
Aruba,ABW,1935,0
Aruba,ABW,1936,0
Aruba,ABW,1937,0
Aruba,ABW,1938,0
Aruba,ABW,1939,0
Aruba,ABW,1940,0
Aruba,ABW,1941,0
Aruba,ABW,1942,0
Aruba,ABW,1943,0
Aruba,ABW,1944,0
Aruba,ABW,1945,0
Aruba,ABW,1946,0
Aruba,ABW,1947,0
Aruba,ABW,1948,0
Aruba,ABW,1949,0
Aruba,ABW,1950,409579
Aruba,ABW,1951,645962
Aruba,ABW,1952,372977
Aruba,ABW,1953,431663
Aruba,ABW,1954,873142
Aruba,ABW,1955,722234
Aruba,ABW,1956,934078
Aruba,ABW,1957,637987
Aruba,ABW,1958,558852
Aruba,ABW,1959,719371
Aruba,ABW,1960,618561
Aruba,ABW,1961,645553
Aruba,ABW,1962,708942
Aruba,ABW,1963,679088
Aruba,ABW,1964,660275
Aruba,ABW,1965,592387
Aruba,ABW,1966,553944
Aruba,ABW,1967,682359
Aruba,ABW,1968,634510
Aruba,ABW,1969,830405
Aruba,ABW,1970,928761
Aruba,ABW,1971,808321
Aruba,ABW,1972,783783
Aruba,ABW,1973,869461
Aruba,ABW,1974,788077
Aruba,ABW,1975,570712
Aruba,ABW,1976,1219127
Aruba,ABW,1977,636760
Aruba,ABW,1978,542289
Aruba,ABW,1979,568871
Aruba,ABW,1980,585435
Aruba,ABW,1981,557625
Aruba,ABW,1982,623468
Aruba,ABW,1983,320425
Aruba,ABW,1984,800142
Aruba,ABW,1985,936532
Aruba,ABW,1986,179536
Aruba,ABW,1987,447008
Aruba,ABW,1988,611888
Aruba,ABW,1989,648528
Aruba,ABW,1990,487312
Aruba,ABW,1991,531280
Aruba,ABW,1992,538608
Aruba,ABW,1993,648528
Aruba,ABW,1994,659520
Aruba,ABW,1995,707152
Aruba,ABW,1996,725472
Aruba,ABW,1997,758448
Aruba,ABW,1998,806080
Aruba,ABW,1999,809744
Aruba,ABW,2000,2377936
Aruba,ABW,2001,2407248
Aruba,ABW,2002,2436560
Aruba,ABW,2003,2561136
Aruba,ABW,2004,2616096
Aruba,ABW,2005,2718688
Aruba,ABW,2006,2715024
Aruba,ABW,2007,2821280
Aruba,ABW,2008,2656400
Aruba,ABW,2009,2627088
Aruba,ABW,2010,2506176
Aruba,ABW,2011,2498848
Aruba,ABW,2012,1348352
Aruba,ABW,2013,861040
Aruba,ABW,2014,872032
Aruba,ABW,2015,897680
Aruba,ABW,2016,883024
Aruba,ABW,2017,890352
Aruba,ABW,2018,872032
Aruba,ABW,2019,828064
Aruba,ABW,2020,820736
Aruba,ABW,2021,857376
Aruba,ABW,2022,831258
Aruba,ABW,2023,867180
Asia,,1750,0
Asia,,1751,0
Asia,,1752,0
Asia,,1753,0
Asia,,1754,0
Asia,,1755,0
Asia,,1756,0
Asia,,1757,0
Asia,,1758,0
Asia,,1759,0
Asia,,1760,0
Asia,,1761,0
Asia,,1762,0
Asia,,1763,0
Asia,,1764,0
Asia,,1765,0
Asia,,1766,0
Asia,,1767,0
Asia,,1768,0
Asia,,1769,0
Asia,,1770,0
Asia,,1771,0
Asia,,1772,0
Asia,,1773,0
Asia,,1774,0
Asia,,1775,0
Asia,,1776,0
Asia,,1777,0
Asia,,1778,0
Asia,,1779,0
Asia,,1780,0
Asia,,1781,0
Asia,,1782,0
Asia,,1783,0
Asia,,1784,0
Asia,,1785,0
Asia,,1786,0
Asia,,1787,0
Asia,,1788,0
Asia,,1789,0
Asia,,1790,0
Asia,,1791,0
Asia,,1792,0
Asia,,1793,0
Asia,,1794,0
Asia,,1795,0
Asia,,1796,0
Asia,,1797,0
Asia,,1798,0
Asia,,1799,0
Asia,,1800,0
Asia,,1801,0
Asia,,1802,0
Asia,,1803,0
Asia,,1804,0
Asia,,1805,0
Asia,,1806,0
Asia,,1807,0
Asia,,1808,0
Asia,,1809,0
Asia,,1810,0
Asia,,1811,0
Asia,,1812,0
Asia,,1813,0
Asia,,1814,0
Asia,,1815,0
Asia,,1816,0
Asia,,1817,0
Asia,,1818,0
Asia,,1819,0
Asia,,1820,0
Asia,,1821,0
Asia,,1822,0
Asia,,1823,0
Asia,,1824,0
Asia,,1825,0
Asia,,1826,0
Asia,,1827,0
Asia,,1828,0
Asia,,1829,0
Asia,,1830,2370
Asia,,1831,2845
Asia,,1832,1895
Asia,,1833,2370
Asia,,1834,0
Asia,,1835,0
Asia,,1836,0
Asia,,1837,0
Asia,,1838,0
Asia,,1839,0
Asia,,1840,0
Asia,,1841,0
Asia,,1842,0
Asia,,1843,0
Asia,,1844,0
Asia,,1845,0
Asia,,1846,0
Asia,,1847,0
Asia,,1848,0
Asia,,1849,0
Asia,,1850,14699
Asia,,1851,0
Asia,,1852,0
Asia,,1853,0
Asia,,1854,0
Asia,,1855,44575
Asia,,1856,0
Asia,,1857,0
Asia,,1858,457082
Asia,,1859,702872
Asia,,1860,730841
Asia,,1861,608690
Asia,,1862,650824
Asia,,1863,715237
Asia,,1864,694889
Asia,,1865,829952
Asia,,1866,1205242
Asia,,1867,636398
Asia,,1868,527337
Asia,,1869,747657
Asia,,1870,677097
Asia,,1871,900179
Asia,,1872,973161
Asia,,1873,930481
Asia,,1874,1634152
Asia,,1875,2702626
Asia,,1876,2809069
Asia,,1877,2890927
Asia,,1878,5459066
Asia,,1879,5672379
Asia,,1880,6190323
Asia,,1881,6349537
Asia,,1882,6878066
Asia,,1883,7606214
Asia,,1884,8190555
Asia,,1885,8538009
Asia,,1886,9113490
Asia,,1887,10537001
Asia,,1888,11717232
Asia,,1889,13782792
Asia,,1890,15086936
Asia,,1891,17204016
Asia,,1892,18275370
Asia,,1893,20414724
Asia,,1894,22749666
Asia,,1895,26306194
Asia,,1896,28032088
Asia,,1897,30489536
Asia,,1898,36491344
Asia,,1899,38650564
Asia,,1900,44004668
Asia,,1901,50365308
Asia,,1902,52407532
Asia,,1903,55063148
Asia,,1904,61908250
Asia,,1905,63003836
Asia,,1906,70282830
Asia,,1907,97198060
Asia,,1908,105986400
Asia,,1909,109206060
Asia,,1910,110777704
Asia,,1911,117758850
Asia,,1912,119773144
Asia,,1913,137361550
Asia,,1914,142871550
Asia,,1915,136656130
Asia,,1916,149897970
Asia,,1917,161992460
Asia,,1918,166876900
Asia,,1919,183559760
Asia,,1920,175429500
Asia,,1921,171797890
Asia,,1922,181279360
Asia,,1923,199211040
Asia,,1924,213281340
Asia,,1925,215446220
Asia,,1926,218816240
Asia,,1927,236800420
Asia,,1928,248403790
Asia,,1929,258355620
Asia,,1930,257933730
Asia,,1931,248689840
Asia,,1932,248778500
Asia,,1933,273077020
Asia,,1934,309624480
Asia,,1935,337280480
Asia,,1936,364164480
Asia,,1937,385502000
Asia,,1938,394735500
Asia,,1939,418853860
Asia,,1940,471808420
Asia,,1941,478394370
Asia,,1942,447400400
Asia,,1943,440111170
Asia,,1944,440569860
Asia,,1945,328107140
Asia,,1946,315629200
Asia,,1947,380405340
Asia,,1948,383992130
Asia,,1949,382658050
Asia,,1950,400618560
Asia,,1951,455001020
Asia,,1952,504672480
Asia,,1953,540334000
Asia,,1954,592126340
Asia,,1955,674884500
Asia,,1956,749397760
Asia,,1957,843674400
Asia,,1958,1138101000
Asia,,1959,1373834600
Asia,,1960,1538648800
Asia,,1961,1393511300
Asia,,1962,1342609400
Asia,,1963,1423141200
Asia,,1964,1507418200
Asia,,1965,1649873200
Asia,,1966,1797063400
Asia,,1967,1825098400
Asia,,1968,2015995900
Asia,,1969,2289411600
Asia,,1970,2697750500
Asia,,1971,2953393200
Asia,,1972,3129125400
Asia,,1973,3351564000
Asia,,1974,3411198700
Asia,,1975,3577896700
Asia,,1976,3803974700
Asia,,1977,4048552200
Asia,,1978,4230988500
Asia,,1979,4405182000
Asia,,1980,4399586300
Asia,,1981,4373089000
Asia,,1982,4522608000
Asia,,1983,4704944600
Asia,,1984,4979161600
Asia,,1985,5269918000
Asia,,1986,5495256600
Asia,,1987,5730537000
Asia,,1988,6189667000
Asia,,1989,6405748700
Asia,,1990,6584307700
Asia,,1991,7361137700
Asia,,1992,7209855500
Asia,,1993,7540910600
Asia,,1994,7895757000
Asia,,1995,8265562000
Asia,,1996,8605014000
Asia,,1997,8723257000
Asia,,1998,8481060000
Asia,,1999,8971640000
Asia,,2000,9336837000
Asia,,2001,9521610000
Asia,,2002,10040596000
Asia,,2003,11046249000
Asia,,2004,11699783000
Asia,,2005,12552623000
Asia,,2006,13404329000
Asia,,2007,14136139000
Asia,,2008,14858406000
Asia,,2009,15394145000
Asia,,2010,16554266000
Asia,,2011,17787420000
Asia,,2012,18455440000
Asia,,2013,18692012000
Asia,,2014,18940043000
Asia,,2015,19047487000
Asia,,2016,19192705000
Asia,,2017,19737522000
Asia,,2018,20335524000
Asia,,2019,20889145000
Asia,,2020,20634851000
Asia,,2021,21640397000
Asia,,2022,21815757000
Asia,,2023,22600220000
Asia (GCP),,1850,14700.048
Asia (GCP),,1851,0
Asia (GCP),,1852,0
Asia (GCP),,1853,0
Asia (GCP),,1854,0
Asia (GCP),,1855,44574.336
Asia (GCP),,1856,0
Asia (GCP),,1857,0
Asia (GCP),,1858,457081.7
Asia (GCP),,1859,702872.06
Asia (GCP),,1860,730840.9
Asia (GCP),,1861,608689.56
Asia (GCP),,1862,650823.44
Asia (GCP),,1863,715235.8
Asia (GCP),,1864,694888.9
Asia (GCP),,1865,679727.6
Asia (GCP),,1866,996394.44
Asia (GCP),,1867,409230.34
Asia (GCP),,1868,351464.06
Asia (GCP),,1869,480186
Asia (GCP),,1870,519544.2
Asia (GCP),,1871,702324.4
Asia (GCP),,1872,727671.75
Asia (GCP),,1873,692322.2
Asia (GCP),,1874,1377671.6
Asia (GCP),,1875,2350880.8
Asia (GCP),,1876,2534267.2
Asia (GCP),,1877,2443918.8
Asia (GCP),,1878,5132970.5
Asia (GCP),,1879,5547802.5
Asia (GCP),,1880,6051090.5
Asia (GCP),,1881,6166337.5
Asia (GCP),,1882,6724177.5
Asia (GCP),,1883,7444999.5
Asia (GCP),,1884,8014684
Asia (GCP),,1885,8343818
Asia (GCP),,1886,8977923
Asia (GCP),,1887,10291513
Asia (GCP),,1888,11449759
Asia (GCP),,1889,13379752
Asia (GCP),,1890,14720536
Asia (GCP),,1891,16800976
Asia (GCP),,1892,17865002
Asia (GCP),,1893,19989700
Asia (GCP),,1894,22357618
Asia (GCP),,1895,25932464
Asia (GCP),,1896,27588744
Asia (GCP),,1897,30174430
Asia (GCP),,1898,35967388
Asia (GCP),,1899,37980052
Asia (GCP),,1900,42967756
Asia (GCP),,1901,49416330
Asia (GCP),,1902,51359630
Asia (GCP),,1903,53857690
Asia (GCP),,1904,60541576
Asia (GCP),,1905,61472284
Asia (GCP),,1906,68699980
Asia (GCP),,1907,95318430
Asia (GCP),,1908,104264310
Asia (GCP),,1909,107249490
Asia (GCP),,1910,108894420
Asia (GCP),,1911,115395570
Asia (GCP),,1912,117523450
Asia (GCP),,1913,134470660
Asia (GCP),,1914,140035630
Asia (GCP),,1915,134215900
Asia (GCP),,1916,147377140
Asia (GCP),,1917,158801140
Asia (GCP),,1918,162971070
Asia (GCP),,1919,178301920
Asia (GCP),,1920,168588830
Asia (GCP),,1921,163700450
Asia (GCP),,1922,171042140
Asia (GCP),,1923,186159870
Asia (GCP),,1924,197324620
Asia (GCP),,1925,198877620
Asia (GCP),,1926,200749060
Asia (GCP),,1927,216681390
Asia (GCP),,1928,227310380
Asia (GCP),,1929,237412450
Asia (GCP),,1930,235037970
Asia (GCP),,1931,226413520
Asia (GCP),,1932,224241740
Asia (GCP),,1933,245869400
Asia (GCP),,1934,277272700
Asia (GCP),,1935,301594940
Asia (GCP),,1936,324833340
Asia (GCP),,1937,339840100
Asia (GCP),,1938,348553250
Asia (GCP),,1939,366732350
Asia (GCP),,1940,426289180
Asia (GCP),,1941,442383000
Asia (GCP),,1942,399931200
Asia (GCP),,1943,387670460
Asia (GCP),,1944,372865540
Asia (GCP),,1945,241950740
Asia (GCP),,1946,202825280
Asia (GCP),,1947,246332420
Asia (GCP),,1948,275277250
Asia (GCP),,1949,340849000
Asia (GCP),,1950,368851650
Asia (GCP),,1951,428896830
Asia (GCP),,1952,481188640
Asia (GCP),,1953,513187200
Asia (GCP),,1954,559485300
Asia (GCP),,1955,624753700
Asia (GCP),,1956,690269950
Asia (GCP),,1957,782050600
Asia (GCP),,1958,1071081860
Asia (GCP),,1959,1303228000
Asia (GCP),,1960,1448552700
Asia (GCP),,1961,1299228900
Asia (GCP),,1962,1233512000
Asia (GCP),,1963,1299804400
Asia (GCP),,1964,1362916500
Asia (GCP),,1965,1477433200
Asia (GCP),,1966,1598515200
Asia (GCP),,1967,1620068200
Asia (GCP),,1968,1779938800
Asia (GCP),,1969,2021633000
Asia (GCP),,1970,2413140200
Asia (GCP),,1971,2619828500
Asia (GCP),,1972,2769598500
Asia (GCP),,1973,2924331500
Asia (GCP),,1974,2968936200
Asia (GCP),,1975,3144838100
Asia (GCP),,1976,3297372000
Asia (GCP),,1977,3515664100
Asia (GCP),,1978,3696118300
Asia (GCP),,1979,3837386000
Asia (GCP),,1980,3846754600
Asia (GCP),,1981,3822526200
Asia (GCP),,1982,3960003600
Asia (GCP),,1983,4111966000
Asia (GCP),,1984,4358219000
Asia (GCP),,1985,4600610300
Asia (GCP),,1986,4782951400
Asia (GCP),,1987,5002522000
Asia (GCP),,1988,5413930500
Asia (GCP),,1989,5585143300
Asia (GCP),,1990,5767457300
Asia (GCP),,1991,5996164600
Asia (GCP),,1992,6231186000
Asia (GCP),,1993,6477510700
Asia (GCP),,1994,6773180000
Asia (GCP),,1995,7132377600
Asia (GCP),,1996,7453139500
Asia (GCP),,1997,7587756500
Asia (GCP),,1998,7306425300
Asia (GCP),,1999,7706508300
Asia (GCP),,2000,7937751000
Asia (GCP),,2001,8087821300
Asia (GCP),,2002,8595659000
Asia (GCP),,2003,9506611000
Asia (GCP),,2004,10054005000
Asia (GCP),,2005,10838288000
Asia (GCP),,2006,11583487000
Asia (GCP),,2007,12304732000
Asia (GCP),,2008,12884495000
Asia (GCP),,2009,13338319000
Asia (GCP),,2010,14384035000
Asia (GCP),,2011,15564787000
Asia (GCP),,2012,16082872000
Asia (GCP),,2013,16365106000
Asia (GCP),,2014,16570562000
Asia (GCP),,2015,16588638000
Asia (GCP),,2016,16681147000
Asia (GCP),,2017,17163291000
Asia (GCP),,2018,17738897000
Asia (GCP),,2019,18221054000
Asia (GCP),,2020,18029971000
Asia (GCP),,2021,18894787000
Asia (GCP),,2022,19010198000
Asia (GCP),,2023,19747367000
Asia (excl. China and India),,1750,0
Asia (excl. China and India),,1751,0
Asia (excl. China and India),,1752,0
Asia (excl. China and India),,1753,0
Asia (excl. China and India),,1754,0
Asia (excl. China and India),,1755,0
Asia (excl. China and India),,1756,0
Asia (excl. China and India),,1757,0
Asia (excl. China and India),,1758,0
Asia (excl. China and India),,1759,0
Asia (excl. China and India),,1760,0
Asia (excl. China and India),,1761,0
Asia (excl. China and India),,1762,0
Asia (excl. China and India),,1763,0
Asia (excl. China and India),,1764,0
Asia (excl. China and India),,1765,0
Asia (excl. China and India),,1766,0
Asia (excl. China and India),,1767,0
Asia (excl. China and India),,1768,0
Asia (excl. China and India),,1769,0
Asia (excl. China and India),,1770,0
Asia (excl. China and India),,1771,0
Asia (excl. China and India),,1772,0
Asia (excl. China and India),,1773,0
Asia (excl. China and India),,1774,0
Asia (excl. China and India),,1775,0
Asia (excl. China and India),,1776,0
Asia (excl. China and India),,1777,0
Asia (excl. China and India),,1778,0
Asia (excl. China and India),,1779,0
Asia (excl. China and India),,1780,0
Asia (excl. China and India),,1781,0
Asia (excl. China and India),,1782,0
Asia (excl. China and India),,1783,0
Asia (excl. China and India),,1784,0
Asia (excl. China and India),,1785,0
Asia (excl. China and India),,1786,0
Asia (excl. China and India),,1787,0
Asia (excl. China and India),,1788,0
Asia (excl. China and India),,1789,0
Asia (excl. China and India),,1790,0
Asia (excl. China and India),,1791,0
Asia (excl. China and India),,1792,0
Asia (excl. China and India),,1793,0
Asia (excl. China and India),,1794,0
Asia (excl. China and India),,1795,0
Asia (excl. China and India),,1796,0
Asia (excl. China and India),,1797,0
Asia (excl. China and India),,1798,0
Asia (excl. China and India),,1799,0
Asia (excl. China and India),,1800,0
Asia (excl. China and India),,1801,0
Asia (excl. China and India),,1802,0
Asia (excl. China and India),,1803,0
Asia (excl. China and India),,1804,0
Asia (excl. China and India),,1805,0
Asia (excl. China and India),,1806,0
Asia (excl. China and India),,1807,0
Asia (excl. China and India),,1808,0
Asia (excl. China and India),,1809,0
Asia (excl. China and India),,1810,0
Asia (excl. China and India),,1811,0
Asia (excl. China and India),,1812,0
Asia (excl. China and India),,1813,0
Asia (excl. China and India),,1814,0
Asia (excl. China and India),,1815,0
Asia (excl. China and India),,1816,0
Asia (excl. China and India),,1817,0
Asia (excl. China and India),,1818,0
